timestamp_utc,label,model,backend,items,gpu_seconds,vram_peak_pct,abort_reason
2026-08-21T04:36:01+00:00,__workspace___hf__models__Llama-3_1-8B-Instruct/stage3,/workspace/.hf/models/Llama-3.1-8B-Instruct,vllm,94,953.4,82.3,
2026-08-21T04:56:42+00:00,__workspace___hf__models__Mistral-7B-Instruct-v0_3/stage3,/workspace/.hf/models/Mistral-7B-Instruct-v0.3,vllm,106,1116.6,87.0,
2026-08-21T17:44:43+00:00,__workspace___hf__models__Qwen2_5-7B-Instruct/stage3,/workspace/.hf/models/Qwen2.5-7B-Instruct,vllm,126,1644.0,81.5,
2026-08-21T18:08:06+00:00,__workspace___hf__models__Llama-3_1-8B-Instruct/stage3,/workspace/.hf/models/Llama-3.1-8B-Instruct,vllm,118,1318.4,84.7,
2026-08-21T18:42:13+00:00,__workspace___hf__models__Qwen2_5-7B-Instruct/stage3,/workspace/.hf/models/Qwen2.5-7B-Instruct,vllm,126,1666.8,81.3,
2026-08-21T19:05:30+00:00,__workspace___hf__models__Llama-3_1-8B-Instruct/stage3,/workspace/.hf/models/Llama-3.1-8B-Instruct,vllm,118,1319.1,84.7,
2026-08-21T19:33:44+00:00,__workspace___hf__models__Mistral-7B-Instruct-v0_3/stage3,/workspace/.hf/models/Mistral-7B-Instruct-v0.3,vllm,143,1621.6,87.8,
2026-08-21T20:09:03+00:00,__workspace___hf__models__Qwen2_5-14B-Instruct-AWQ/stage1,/workspace/.hf/models/Qwen2.5-14B-Instruct-AWQ,vllm,1200,1951.7,81.4,
2026-08-21T20:26:48+00:00,__workspace___hf__models__Qwen2_5-14B-Instruct-AWQ/stage3,/workspace/.hf/models/Qwen2.5-14B-Instruct-AWQ,vllm,106,1055.5,81.4,
2026-08-21T20:58:28+00:00,__workspace___hf__models__Qwen2_5-3B-Instruct/stage1,/workspace/.hf/models/Qwen2.5-3B-Instruct,vllm,1200,1840.1,82.3,
2026-08-21T21:15:36+00:00,__workspace___hf__models__Qwen2_5-3B-Instruct/stage3,/workspace/.hf/models/Qwen2.5-3B-Instruct,vllm,123,1014.9,82.3,
2026-08-21T23:33:25+00:00,__workspace___hf__models__DeepSeek-R1-Distill-Qwen-14B-AWQ/stage1,/workspace/.hf/models/DeepSeek-R1-Distill-Qwen-14B-AWQ,vllm,1200,6250.6,81.4,
2026-08-22T00:11:54+00:00,__workspace___hf__models__DeepSeek-R1-Distill-Qwen-14B-AWQ/stage3,/workspace/.hf/models/DeepSeek-R1-Distill-Qwen-14B-AWQ,vllm,85,2296.9,81.4,
2026-08-22T01:23:18+00:00,__workspace___hf__models__Qwen2_5-7B-Instruct/stage1,/workspace/.hf/models/Qwen2.5-7B-Instruct,vllm,1800,4220.5,86.5,
2026-08-22T02:01:54+00:00,__workspace___hf__models__Qwen2_5-7B-Instruct/stage3,/workspace/.hf/models/Qwen2.5-7B-Instruct,vllm,171,2297.5,86.5,
2026-08-22T03:03:00+00:00,__workspace___hf__models__Llama-3_1-8B-Instruct/stage1,/workspace/.hf/models/Llama-3.1-8B-Instruct,vllm,1800,3596.7,85.9,
2026-08-22T03:39:03+00:00,__workspace___hf__models__Llama-3_1-8B-Instruct/stage3,/workspace/.hf/models/Llama-3.1-8B-Instruct,vllm,192,2142.5,86.5,
2026-08-22T04:52:53+00:00,__workspace___hf__models__Mistral-7B-Instruct-v0_3/stage1,/workspace/.hf/models/Mistral-7B-Instruct-v0.3,vllm,1800,4324.7,90.6,
2026-08-22T05:38:36+00:00,__workspace___hf__models__Mistral-7B-Instruct-v0_3/stage3,/workspace/.hf/models/Mistral-7B-Instruct-v0.3,vllm,200,2716.7,90.6,
2026-08-26T14:38:14+00:00,__workspace___hf__models__Qwen2_5-7B-Instruct/surprisal,/workspace/.hf/models/Qwen2.5-7B-Instruct,transformers,504,84.7,78.0,
2026-08-26T14:38:53+00:00,__workspace___hf__models__Llama-3_1-8B-Instruct/surprisal,/workspace/.hf/models/Llama-3.1-8B-Instruct,transformers,59,10.9,97.9,"VRAM above 95% for 3 consecutive samples, peak 97.9%"
2026-08-26T14:41:27+00:00,__workspace___hf__models__Llama-3_1-8B-Instruct/surprisal,/workspace/.hf/models/Llama-3.1-8B-Instruct,transformers,472,82.7,74.3,
2026-08-26T14:44:00+00:00,__workspace___hf__models__Llama-3_1-8B-Instruct/surprisal,/workspace/.hf/models/Llama-3.1-8B-Instruct,transformers,192,47.1,98.2,"VRAM above 95% for 3 consecutive samples, peak 98.2%"
2026-08-26T14:56:39+00:00,__workspace___hf__models__Llama-3_1-8B-Instruct/surprisal,/workspace/.hf/models/Llama-3.1-8B-Instruct,transformers,768,202.4,65.0,
2026-08-26T14:59:00+00:00,__workspace___hf__models__Mistral-7B-Instruct-v0_3/surprisal,/workspace/.hf/models/Mistral-7B-Instruct-v0.3,transformers,572,112.1,58.9,
2026-08-26T15:02:27+00:00,__workspace___hf__models__Qwen2_5-7B-Instruct/surprisal,/workspace/.hf/models/Qwen2.5-7B-Instruct,transformers,684,171.7,61.7,
2026-08-26T15:06:10+00:00,__workspace___hf__models__Mistral-7B-Instruct-v0_3/surprisal,/workspace/.hf/models/Mistral-7B-Instruct-v0.3,transformers,800,189.0,58.9,
2026-08-26T15:12:23+00:00,__workspace___hf__models__Qwen2_5-7B-Instruct/surprisal,/workspace/.hf/models/Qwen2.5-7B-Instruct,transformers,504,102.1,61.8,
2026-08-26T15:14:24+00:00,__workspace___hf__models__Llama-3_1-8B-Instruct/surprisal,/workspace/.hf/models/Llama-3.1-8B-Instruct,transformers,472,98.0,65.0,
2026-08-26T15:16:36+00:00,__workspace___hf__models__Mistral-7B-Instruct-v0_3/surprisal,/workspace/.hf/models/Mistral-7B-Instruct-v0.3,transformers,572,112.5,58.9,
2026-08-26T15:20:00+00:00,__workspace___hf__models__Qwen2_5-7B-Instruct/surprisal,/workspace/.hf/models/Qwen2.5-7B-Instruct,transformers,684,172.2,61.7,
2026-08-26T15:23:58+00:00,__workspace___hf__models__Llama-3_1-8B-Instruct/surprisal,/workspace/.hf/models/Llama-3.1-8B-Instruct,transformers,768,205.5,66.1,
2026-08-26T15:27:44+00:00,__workspace___hf__models__Mistral-7B-Instruct-v0_3/surprisal,/workspace/.hf/models/Mistral-7B-Instruct-v0.3,transformers,800,189.0,58.9,
2026-08-26T15:51:13+00:00,__workspace___hf__models__Qwen2_5-7B-Instruct/stage3,/workspace/.hf/models/Qwen2.5-7B-Instruct,vllm,88,1144.8,81.9,
2026-08-26T16:09:33+00:00,__workspace___hf__models__Llama-3_1-8B-Instruct/stage3,/workspace/.hf/models/Llama-3.1-8B-Instruct,vllm,92,1026.6,82.6,
2026-08-26T16:31:22+00:00,__workspace___hf__models__Mistral-7B-Instruct-v0_3/stage3,/workspace/.hf/models/Mistral-7B-Instruct-v0.3,vllm,109,1236.5,85.9,
2026-08-26T16:36:57+00:00,__workspace___hf__models__Qwen2_5-7B-Instruct/probe_variants,/workspace/.hf/models/Qwen2.5-7B-Instruct,vllm,1890,251.6,81.5,
2026-08-26T16:41:52+00:00,__workspace___hf__models__Llama-3_1-8B-Instruct/probe_variants,/workspace/.hf/models/Llama-3.1-8B-Instruct,vllm,1770,247.5,82.4,
2026-08-26T16:47:47+00:00,__workspace___hf__models__Mistral-7B-Instruct-v0_3/probe_variants,/workspace/.hf/models/Mistral-7B-Instruct-v0.3,vllm,2145,308.0,83.7,
2026-08-27T14:49:05+00:00,__workspace___hf__models__DeepSeek-R1-Distill-Qwen-14B-AWQ/probe_variants,/workspace/.hf/models/DeepSeek-R1-Distill-Qwen-14B-AWQ,vllm,1275,291.3,80.5,
2026-08-27T14:57:47+00:00,__workspace___hf__models__Llama-3_1-8B-Instruct/necessity,/workspace/.hf/models/Llama-3.1-8B-Instruct,vllm,47,372.2,81.3,
2026-08-27T15:05:24+00:00,__workspace___hf__models__Mistral-7B-Instruct-v0_3/necessity,/workspace/.hf/models/Mistral-7B-Instruct-v0.3,vllm,52,411.9,84.4,
2026-08-27T15:12:15+00:00,__workspace___hf__models__Qwen2_5-7B-Instruct/necessity,/workspace/.hf/models/Qwen2.5-7B-Instruct,vllm,40,356.5,82.0,
2026-08-27T15:27:04+00:00,__workspace___hf__models__Phi-3_5-mini-instruct/stage1,/workspace/.hf/models/Phi-3.5-mini-instruct,vllm,4,8.8,86.6,
2026-08-27T15:29:48+00:00,__workspace___hf__models__OLMo-7B-Instruct-hf/stage1,/workspace/.hf/models/OLMo-7B-Instruct-hf,vllm,4,16.4,85.3,
2026-08-27T15:32:12+00:00,__workspace___hf__models__falcon-7b-instruct/stage1,/workspace/.hf/models/falcon-7b-instruct,vllm,4,10.8,84.7,
2026-08-27T15:40:55+00:00,__workspace___hf__models__gemma-7b-it/stage1,/workspace/.hf/models/gemma-7b-it,vllm,0,0.0,75.8,
2026-08-27T16:27:41+00:00,__workspace___hf__models__Phi-3_5-mini-instruct/stage1,/workspace/.hf/models/Phi-3.5-mini-instruct,vllm,1200,2680.4,87.2,
2026-08-27T16:54:10+00:00,__workspace___hf__models__Phi-3_5-mini-instruct/stage3,/workspace/.hf/models/Phi-3.5-mini-instruct,vllm,131,1573.3,87.2,
2026-08-27T17:01:21+00:00,__workspace___hf__models__granite-3_0-8b-instruct/stage1,/workspace/.hf/models/granite-3.0-8b-instruct,vllm,4,9.3,85.8,
2026-08-27T17:47:47+00:00,__workspace___hf__models__granite-3_0-8b-instruct/stage1,/workspace/.hf/models/granite-3.0-8b-instruct,vllm,1088,2702.2,87.0,over its 45-minute wall-clock budget
2026-08-27T18:00:46+00:00,__workspace___hf__models__granite-3_0-8b-instruct/stage3,/workspace/.hf/models/granite-3.0-8b-instruct,vllm,52,772.8,87.0,
2026-08-27T18:03:45+00:00,__workspace___hf__models__Gemma-2-9B-it/stage1,/workspace/.hf/models/Gemma-2-9B-it,transformers,0,0.0,74.2,
2026-08-27T18:34:26+00:00,__workspace___hf__models__Phi-3_5-mini-instruct/stage3,/workspace/.hf/models/Phi-3.5-mini-instruct,vllm,132,1589.0,87.1,
2026-08-27T18:48:38+00:00,__workspace___hf__models__granite-3_0-8b-instruct/stage3,/workspace/.hf/models/granite-3.0-8b-instruct,vllm,52,768.5,87.6,
2026-08-27T19:01:19+00:00,__workspace___hf__models__granite-3_0-8b-instruct/stage1,/workspace/.hf/models/granite-3.0-8b-instruct,vllm,112,283.1,85.8,
2026-08-27T19:29:32+00:00,__workspace___hf__models__Phi-3_5-mini-instruct/stage3,/workspace/.hf/models/Phi-3.5-mini-instruct,vllm,132,1586.8,87.1,
2026-08-27T19:44:16+00:00,__workspace___hf__models__granite-3_0-8b-instruct/stage3,/workspace/.hf/models/granite-3.0-8b-instruct,vllm,54,805.1,87.6,
2026-08-27T20:00:44+00:00,__workspace___hf__models__granite-3_0-8b-instruct/stage3,/workspace/.hf/models/granite-3.0-8b-instruct,vllm,54,805.6,86.5,
